ticket_id,ticket_text,Servicio,Categoria,Subcategoria
TKT-0257,¿Cuáles son los requisitos de compatibilidad?,Soporte Técnico,Errores,Problema de compatibilidad
TKT-0258,¿Cuál es la diferencia entre client credentials y authorization code?,API Management,Autenticación,OAuth 2.0
TKT-0259,Compré un plan anual pero no veo descuento aplicado.,Billing & Account,Facturación,Descuentos no aplicados
TKT-0260,Recuperé datos pero faltan archivos de hace 3 días.,Cloud Infrastructure,Almacenamiento,Backup y recuperación
TKT-0261,La replicación de datos está desfasada. Hay inconsistencia entre regiones.,Cloud Infrastructure,Almacenamiento,Replicación de datos
TKT-0262,Problema con Latencia de red,Cloud Infrastructure,Redes,Latencia de red
TKT-0263,Error al consultar el historial de alertas desde la consola web.,Performance & Monitoring,Alertas,Historial de alertas
TKT-0264,Los permisos de OAuth no están reflejando lo que solicité.,API Management,Autenticación,OAuth 2.0
TKT-0265,El código 2FA que genero no es válido.,Billing & Account,Acceso,Dos factores
TKT-0266,El filtrado por usuario no funciona correctamente.,Performance & Monitoring,Logs,Filtrado de eventos
TKT-0267,El enlace de recuperación está roto.,Billing & Account,Acceso,Recuperación de contraseña
TKT-0268,Mi uso de CPU es muy alto. ¿Cómo lo optimizo?,Performance & Monitoring,Métricas,CPU y memoria
TKT-0269,¿Puedo solicitar una excepción temporal para superar límites?,API Management,Rate Limiting,Excepciones temporales
TKT-0270,Necesito reiniciar una instancia. ¿Hay downtime asociado?,Cloud Infrastructure,Instancias,Reinicio de instancia
TKT-0271,¿Cuál es el SLA de disponibilidad?,Performance & Monitoring,Métricas,Disponibilidad del servicio
TKT-0272,El servidor de desarrollo no funciona.,Soporte Técnico,Instalación,Entorno de desarrollo
TKT-0273,Problema con Configuración de firewall,Cloud Infrastructure,Redes,Configuración de firewall
TKT-0274,Reinicié el servidor pero no volvió a arrancar. ¿Qué pasó?,Cloud Infrastructure,Instancias,Reinicio de instancia
TKT-0275,¿Cuándo se elimina soporte para versiones antiguas?,API Management,Integración,Versionamiento
TKT-0276,¿Qué causa error 500 en esta API?,Soporte Técnico,Errores,Error 500
TKT-0277,¿Hay Docker compose para desarrollo?,Soporte Técnico,Instalación,Entorno de desarrollo
TKT-0278,Problema con Balanceador de carga,Cloud Infrastructure,Redes,Balanceador de carga
TKT-0279,Mi cuenta está temporalmente deshabilitada.,Billing & Account,Acceso,Suspensión de cuenta
TKT-0280,Mi librería cliente no es compatible con la nueva versión de API.,API Management,Integración,Compatibilidad
TKT-0281,¿Cómo cambio de plan desde el dashboard?,Billing & Account,Suscripción,Cambio de plan
TKT-0282,Cancelación de cuenta rechazada sin explicación.,Billing & Account,Suscripción,Cancelación de cuenta
TKT-0283,¿Puedo crear filtros salvados?,Performance & Monitoring,Logs,Filtrado de eventos
TKT-0284,Mi ciclo de facturación es confuso. ¿Cuándo se me cobra?,Billing & Account,Facturación,Ciclo de facturación
TKT-0285,El historial de alertas muestra discrepancias en los tiempos de resolución.,Performance & Monitoring,Alertas,Historial de alertas
TKT-0286,Conflicto de dependencias con mi proyecto.,Soporte Técnico,Instalación,Dependencias faltantes
TKT-0287,¿Hay downtime planeado próximamente?,Soporte Técnico,Mantenimiento,Downtime planificado
TKT-0288,Quiero alertas cuando me acerque al 80% de cuota.,API Management,Rate Limiting,Monitoreo de uso
TKT-0289,¿Cómo visualizo tendencias mes a mes?,Performance & Monitoring,Métricas,Comparativa de periodos
TKT-0290,¿Cómo configuro alertas cuando hay errores?,Performance & Monitoring,Logs,Alertas de error
TKT-0291,El scaling down es muy agresivo y causa caídas de servicio.,Cloud Infrastructure,Instancias,Escalabilidad automática
TKT-0292,El reinicio está tardando demasiado. Lleva más de 20 minutos.,Cloud Infrastructure,Instancias,Reinicio de instancia
TKT-0293,El dashboard de uso muestra números inconsistentes.,API Management,Rate Limiting,Monitoreo de uso
TKT-0294,Necesito replicar datos a múltiples datacenters.,Cloud Infrastructure,Almacenamiento,Replicación de datos
TKT-0295,¿Cómo calcula el sistema el ciclo de facturación?,Billing & Account,Facturación,Ciclo de facturación
TKT-0296,¿Cuánto tarda en procesarse un reembolso?,Billing & Account,Facturación,Reembolsos
TKT-0297,"Necesito reembolso parcial, ¿es posible?",Billing & Account,Facturación,Reembolsos
TKT-0298,El nuevo email ya está registrado en otra cuenta.,Billing & Account,Acceso,Cambio de correo
TKT-0299,El servidor está lento. Los tiempos de respuesta se han degradado en las últimas horas.,Cloud Infrastructure,Instancias,Rendimiento de servidor
TKT-0300,¿Cuándo se elimina soporte para versiones antiguas?,API Management,Integración,Versionamiento
TKT-0301,Problema con Conectividad VPC,Cloud Infrastructure,Redes,Conectividad VPC
TKT-0302,Necesito un servidor con mayor capacidad. ¿Cuál es el proceso para provisionar una instancia más grande?,Cloud Infrastructure,Instancias,Provisión de servidor
TKT-0303,El downtime planificado afectará mis clientes.,Soporte Técnico,Mantenimiento,Downtime planificado
TKT-0304,¿Puedo elegir renovación manual en lugar de automática?,Billing & Account,Suscripción,Renovación automática
TKT-0305,¿Dónde puedo descargar mis backups?,Cloud Infrastructure,Almacenamiento,Backup y recuperación
TKT-0306,No puedo instalar el SDK de Python.,Soporte Técnico,Instalación,Instalación de SDK
TKT-0307,Las solicitudes a la API tienen timeout.,Soporte Técnico,Errores,Timeout de conexión
TKT-0308,¿Cómo mido la latencia de respuesta?,Performance & Monitoring,Métricas,Latencia de respuesta
TKT-0309,¿Cuándo son las ventanas de mantenimiento?,Soporte Técnico,Mantenimiento,Ventanas de mantenimiento
TKT-0310,¿Puedo revertir después de migrar?,Soporte Técnico,Mantenimiento,Migraciones
TKT-0311,¿Hay delay configurable en escalamiento?,Performance & Monitoring,Alertas,Escalamiento de alertas
TKT-0312,La migración falló a mitad del proceso.,Soporte Técnico,Mantenimiento,Migraciones
TKT-0313,Error: módulo no encontrado después de instalar.,Soporte Técnico,Instalación,Dependencias faltantes
TKT-0314,¿Se eliminan mis datos después de cancelar?,Billing & Account,Suscripción,Cancelación de cuenta
TKT-0315,¿Se notifica con anticipación antes del mantenimiento?,Soporte Técnico,Mantenimiento,Ventanas de mantenimiento
TKT-0316,¿Hay promociones actuales disponibles?,Billing & Account,Suscripción,Promociones
TKT-0317,¿Cuál es el procedimiento recomendado para reiniciar en producción?,Cloud Infrastructure,Instancias,Reinicio de instancia
TKT-0318,No recibo notificaciones de alertas.,Performance & Monitoring,Logs,Alertas de error
TKT-0319,Problema con Configuración de firewall,Cloud Infrastructure,Redes,Configuración de firewall
TKT-0320,Recuperé datos pero faltan archivos de hace 3 días.,Cloud Infrastructure,Almacenamiento,Backup y recuperación
TKT-0321,¿Con qué frecuencia se hacen backups automáticos?,Cloud Infrastructure,Almacenamiento,Backup y recuperación
TKT-0322,El token es válido pero retorna 403.,Soporte Técnico,Errores,Error 403
TKT-0323,Los nuevos servidores del auto-scaling no reciben tráfico equitativamente.,Cloud Infrastructure,Instancias,Escalabilidad automática
TKT-0324,Necesito un servidor con mayor capacidad. ¿Cuál es el proceso para provisionar una instancia más grande?,Cloud Infrastructure,Instancias,Provisión de servidor
TKT-0325,No recibo notificaciones de alertas.,Performance & Monitoring,Logs,Alertas de error
TKT-0326,Problema con DNS y dominios,Cloud Infrastructure,Redes,DNS y dominios
TKT-0327,Necesito restaurar a una versión anterior de mis datos.,Cloud Infrastructure,Almacenamiento,Backup y recuperación
TKT-0328,Falta documentación sobre parámetros opcionales.,API Management,Integración,Documentación de API
TKT-0329,Problema con Balanceador de carga,Cloud Infrastructure,Redes,Balanceador de carga
TKT-0330,No recibo notificaciones de alertas.,Performance & Monitoring,Alertas,Notificaciones
TKT-0331,Necesito comparar uso de enero vs febrero.,Performance & Monitoring,Métricas,Comparativa de periodos
TKT-0332,¿Cómo configuro el auto-scaling para que agregue más servidores?,Cloud Infrastructure,Instancias,Escalabilidad automática
TKT-0333,Necesito comparar uso de enero vs febrero.,Performance & Monitoring,Métricas,Comparativa de periodos
TKT-0334,¿Cuánto tarda en completarse la provisión de un servidor nuevo?,Cloud Infrastructure,Instancias,Provisión de servidor
TKT-0335,¿Cómo configuro escalamiento de alertas?,Performance & Monitoring,Alertas,Escalamiento de alertas
TKT-0336,El scaling down es muy agresivo y causa caídas de servicio.,Cloud Infrastructure,Instancias,Escalabilidad automática
TKT-0337,Tengo un código de promoción pero no puedo aplicarlo.,Billing & Account,Suscripción,Promociones
TKT-0338,¿Cuál es el timeout máximo permitido?,Soporte Técnico,Errores,Timeout de conexión
TKT-0339,Necesito restaurar a una versión anterior de mis datos.,Cloud Infrastructure,Almacenamiento,Backup y recuperación
TKT-0340,¿Puedo solicitar una excepción temporal para superar límites?,API Management,Rate Limiting,Excepciones temporales
TKT-0341,¿Cuál es la cuota incluida en mi plan?,API Management,Rate Limiting,Cuotas de API
TKT-0342,¿Cómo configuro el auto-scaling para que agregue más servidores?,Cloud Infrastructure,Instancias,Escalabilidad automática
TKT-0343,¿Hay guía de migraciones entre versiones de API?,API Management,Integración,Documentación de API
TKT-0344,Problema con DNS y dominios,Cloud Infrastructure,Redes,DNS y dominios
TKT-0345,Un endpoint que uso será deprecado en 30 días.,API Management,Integración,Deprecación de endpoints
TKT-0346,Problema con Balanceador de carga,Cloud Infrastructure,Redes,Balanceador de carga
TKT-0347,Mi cuenta fue suspendida sin aviso. ¿Por qué?,Billing & Account,Acceso,Suspensión de cuenta
TKT-0348,¿Hay downtime planeado próximamente?,Soporte Técnico,Mantenimiento,Downtime planificado
TKT-0349,¿Cómo uso umbrales dinámicos?,Performance & Monitoring,Alertas,Umbrales de disparo
TKT-0350,¿Cuál es la política de reembolsos?,Billing & Account,Facturación,Reembolsos
TKT-0351,Necesito reconfigurar el URL de mi webhook.,API Management,Integración,Webhook
TKT-0352,El pago se procesó pero la suscripción no se activó.,Billing & Account,Facturación,Métodos de pago
TKT-0353,¿Cómo configuro el SDK después de instalarlo?,Soporte Técnico,Instalación,Configuración inicial
TKT-0354,¿Se notifica con anticipación antes del mantenimiento?,Soporte Técnico,Mantenimiento,Ventanas de mantenimiento
TKT-0355,¿Puedo crear roles personalizados?,Billing & Account,Acceso,Permisos de usuario
TKT-0356,¿Cómo debuggeo un error 500?,Soporte Técnico,Errores,Error 500
TKT-0357,Hay breaking changes en la migración.,Soporte Técnico,Mantenimiento,Migraciones
TKT-0358,Necesito búsqueda full-text en logs.,Performance & Monitoring,Logs,Filtrado de eventos
TKT-0359,¿Con qué frecuencia se hacen backups automáticos?,Cloud Infrastructure,Almacenamiento,Backup y recuperación
TKT-0360,¿Cómo elimino datos de forma permanente y segura?,Cloud Infrastructure,Almacenamiento,Eliminación de datos
TKT-0361,¿Dónde puedo descargar mis backups?,Cloud Infrastructure,Almacenamiento,Backup y recuperación
TKT-0362,¿Dónde descargo reportes de uso de API?,API Management,Rate Limiting,Monitoreo de uso
TKT-0363,La documentación no indica qué endpoints están deprecados.,API Management,Integración,Deprecación de endpoints
TKT-0364,"Refresh token expirado, ¿cómo lo renuevo?",API Management,Autenticación,OAuth 2.0
TKT-0365,Las consultas al almacenamiento son muy lentas. Toma 5 segundos.,Cloud Infrastructure,Almacenamiento,Velocidad de acceso
TKT-0366,El token es válido pero retorna 403.,Soporte Técnico,Errores,Error 403
TKT-0367,¿Hay guía de troubleshooting?,Soporte Técnico,Instalación,Documentación incompleta
TKT-0368,Problema con Balanceador de carga,Cloud Infrastructure,Redes,Balanceador de carga
TKT-0369,Error al validar JWT: 'firma inválida'.,API Management,Autenticación,Token JWT
TKT-0370,Los tokens JWT que genero no son válidos.,API Management,Autenticación,Token JWT
TKT-0371,La configuración inicial no está clara en la documentación.,Soporte Técnico,Instalación,Configuración inicial
TKT-0372,¿Cuál es el SLA de disponibilidad?,Performance & Monitoring,Métricas,Disponibilidad del servicio
TKT-0373,Pagué a mitad de mes y me cobran el ciclo completo.,Billing & Account,Facturación,Ciclo de facturación
TKT-0374,¿Con qué anticipación debo renovar antes de la expiración?,API Management,Autenticación,Renovación de credenciales
TKT-0375,¿Cuáles son los métodos de pago disponibles?,Billing & Account,Facturación,Métodos de pago
TKT-0376,Un endpoint que uso será deprecado en 30 días.,API Management,Integración,Deprecación de endpoints
TKT-0377,Compatibilidad rota entre mi código y la API.,API Management,Integración,Compatibilidad
TKT-0378,Hice reset de contraseña pero no puedo acceder.,Billing & Account,Acceso,Recuperación de contraseña
TKT-0379,¿Cuándo son las ventanas de mantenimiento?,Soporte Técnico,Mantenimiento,Ventanas de mantenimiento
TKT-0380,¿Cómo monitoreo el uso de mi API en tiempo real?,API Management,Rate Limiting,Monitoreo de uso
TKT-0381,No puedo crear una nueva instancia de servidor. Me aparece error de permisos al intentar provisionar desde el dashboard.,Cloud Infrastructure,Instancias,Provisión de servidor
TKT-0382,¿Cuándo son las ventanas de mantenimiento?,Soporte Técnico,Mantenimiento,Ventanas de mantenimiento
TKT-0383,Cambio de email no se reflejó en el sistema.,Billing & Account,Acceso,Cambio de correo
TKT-0384,Umbral de alerta no se aplica correctamente.,Performance & Monitoring,Alertas,Umbrales de disparo
TKT-0385,Pagué a mitad de mes y me cobran el ciclo completo.,Billing & Account,Facturación,Ciclo de facturación
TKT-0386,Solicité un reembolso hace una semana. ¿Dónde está?,Billing & Account,Facturación,Reembolsos
TKT-0387,Necesito refrescar tokens sin que expire la sesión.,API Management,Autenticación,Token JWT
TKT-0388,Mi cuenta fue suspendida sin aviso. ¿Por qué?,Billing & Account,Acceso,Suspensión de cuenta
TKT-0389,¿Cuáles son las dependencias del SDK?,Soporte Técnico,Instalación,Instalación de SDK
TKT-0390,Problema con Balanceador de carga,Cloud Infrastructure,Redes,Balanceador de carga
TKT-0391,Mis credenciales caducaron y no puedo acceder.,API Management,Autenticación,Renovación de credenciales
TKT-0392,¿Cómo pruebo que mi webhook está funcionando?,API Management,Integración,Webhook
TKT-0393,¿Hay archivo de configuración de ejemplo?,Soporte Técnico,Instalación,Configuración inicial
TKT-0394,Problema con Configuración de firewall,Cloud Infrastructure,Redes,Configuración de firewall
TKT-0395,¿Cuál es el proceso para apelar una suspensión?,Billing & Account,Acceso,Suspensión de cuenta
TKT-0396,Las notificaciones llegan atrasadas.,Performance & Monitoring,Alertas,Notificaciones
TKT-0397,Cambié de plan pero la factura no reflejó el cambio.,Billing & Account,Suscripción,Cambio de plan
TKT-0398,Necesito búsqueda full-text en logs.,Performance & Monitoring,Logs,Filtrado de eventos
TKT-0399,¿Cómo afecta el mantenimiento a mi servicio?,Soporte Técnico,Mantenimiento,Ventanas de mantenimiento
TKT-0400,Error al provisionar instancia: timeout en la creación. Reintenté varias veces sin éxito.,Cloud Infrastructure,Instancias,Provisión de servidor
TKT-0401,Mis credenciales caducaron y no puedo acceder.,API Management,Autenticación,Renovación de credenciales
TKT-0402,El percentil P99 de latencia es muy alto.,Performance & Monitoring,Métricas,Latencia de respuesta
TKT-0403,Superar la cuota causa que la API retorne errores.,API Management,Rate Limiting,Cuotas de API
TKT-0404,Error: módulo no encontrado después de instalar.,Soporte Técnico,Instalación,Dependencias faltantes
TKT-0405,"Los logs están incompletos, faltan eventos.",Performance & Monitoring,Logs,Acceso a logs
TKT-0406,Mi versión de librería no es compatible.,Soporte Técnico,Errores,Problema de compatibilidad
TKT-0407,¿Cómo calculo si voy a superar el límite de rate?,API Management,Rate Limiting,Límites de rate
TKT-0408,Error 500 con mensaje poco útil.,Soporte Técnico,Errores,Error 500
TKT-0409,Error en configuración inicial del SDK.,Soporte Técnico,Instalación,Configuración inicial
TKT-0410,¿Cómo monitoreo el uso de mi API en tiempo real?,API Management,Rate Limiting,Monitoreo de uso
TKT-0411,No puedo crear una nueva instancia de servidor. Me aparece error de permisos al intentar provisionar desde el dashboard.,Cloud Infrastructure,Instancias,Provisión de servidor
TKT-0412,Problema con Configuración de firewall,Cloud Infrastructure,Redes,Configuración de firewall
TKT-0413,El bug aparece solo en condiciones específicas.,Soporte Técnico,Errores,Bug en feature
TKT-0414,El histórico de disponibilidad no es exacto.,Performance & Monitoring,Métricas,Disponibilidad del servicio
TKT-0415,¿Cuál es el proceso para instalar un certificado SSL personalizado?,API Management,Autenticación,Certificados SSL
TKT-0416,Pago rechazado y fui cobrado igual. ¿Puedo obtener reembolso?,Billing & Account,Facturación,Reembolsos
TKT-0417,¿Dónde pongo mis credenciales?,Soporte Técnico,Instalación,Configuración inicial
TKT-0418,¿Cómo configuro OAuth 2.0 para mi aplicación?,API Management,Autenticación,OAuth 2.0
TKT-0419,Recuperé datos pero faltan archivos de hace 3 días.,Cloud Infrastructure,Almacenamiento,Backup y recuperación
TKT-0420,No puedo instalar el SDK de Python.,Soporte Técnico,Instalación,Instalación de SDK
TKT-0421,Downgrade de plan causó que perdiera features.,Billing & Account,Suscripción,Cambio de plan
TKT-0422,Solicité cancelación pero aún me está cobrando.,Billing & Account,Suscripción,Cancelación de cuenta
TKT-0423,Necesito un límite más alto de requests/segundo.,API Management,Rate Limiting,Límites de rate
TKT-0424,Promoción aplicada incorrectamente en la factura.,Billing & Account,Suscripción,Promociones
TKT-0425,"Después del reinicio, los datos no persistieron. ¿Dónde guardé mal?",Cloud Infrastructure,Instancias,Reinicio de instancia
TKT-0426,Los eventos del webhook llegan con mucho retraso.,API Management,Integración,Webhook
TKT-0427,Se me cobraron servicios que no usé.,Billing & Account,Facturación,Factura incorrecta
TKT-0428,¿Cuál es el lag de replicación en tiempo real?,Cloud Infrastructure,Almacenamiento,Replicación de datos
TKT-0429,Problema con Conectividad VPC,Cloud Infrastructure,Redes,Conectividad VPC
TKT-0430,Necesito información sobre downtime anunciado.,Soporte Técnico,Mantenimiento,Downtime planificado
TKT-0431,¿Cómo cambio el canal de notificaciones (email vs SMS)?,Performance & Monitoring,Alertas,Notificaciones
TKT-0432,No veo el desglose de uso por endpoint.,API Management,Rate Limiting,Monitoreo de uso
TKT-0433,Encontré un bug en esta feature.,Soporte Técnico,Errores,Bug en feature
TKT-0434,¿Con qué anticipación debo renovar antes de la expiración?,API Management,Autenticación,Renovación de credenciales
TKT-0435,Falta documentación sobre parámetros opcionales.,API Management,Integración,Documentación de API
TKT-0436,Error 500 con mensaje poco útil.,Soporte Técnico,Errores,Error 500
TKT-0437,¿Puedo programar exportaciones automáticas?,Performance & Monitoring,Logs,Exportación de reportes
TKT-0438,Los nuevos servidores del auto-scaling no reciben tráfico equitativamente.,Cloud Infrastructure,Instancias,Escalabilidad automática
TKT-0439,El servidor deja de responder a las 3 PM diariamente. Sospecho que es un problema de carga.,Cloud Infrastructure,Instancias,Rendimiento de servidor
TKT-0440,¿Puedo elegir renovación manual en lugar de automática?,Billing & Account,Suscripción,Renovación automática
TKT-0441,Compré un plan anual pero no veo descuento aplicado.,Billing & Account,Facturación,Descuentos no aplicados
TKT-0442,Cambié de email pero sigo recibiendo notificaciones en el viejo.,Billing & Account,Acceso,Cambio de correo
TKT-0443,Tengo derecho a descuento por volumen pero no lo veo.,Billing & Account,Facturación,Descuentos no aplicados
TKT-0444,¿Dónde descargo reportes de uso de API?,API Management,Rate Limiting,Monitoreo de uso
TKT-0445,¿Puedo hacer umbrales escalonados?,Performance & Monitoring,Alertas,Umbrales de disparo
TKT-0446,Mi factura es más alta que lo esperado. ¿Por qué?,Billing & Account,Facturación,Factura incorrecta
TKT-0447,¿Cómo restringo una API key a ciertos endpoints?,API Management,Autenticación,API Keys
TKT-0448,"Refresh token expirado, ¿cómo lo renuevo?",API Management,Autenticación,OAuth 2.0
TKT-0449,¿Hay delay configurable en escalamiento?,Performance & Monitoring,Alertas,Escalamiento de alertas
TKT-0450,No puedo cambiar el período de tiempo en gráficos.,Performance & Monitoring,Métricas,Gráficos de uso
TKT-0451,El sistema me advierte que solo tengo 5% de espacio libre.,Cloud Infrastructure,Almacenamiento,Capacidad de almacenamiento
TKT-0452,Algunos archivos se descargan rápido y otros muy lento.,Cloud Infrastructure,Almacenamiento,Velocidad de acceso
TKT-0453,No veo el desglose de uso por endpoint.,API Management,Rate Limiting,Monitoreo de uso
TKT-0454,Notificación duplicada para la misma alerta.,Performance & Monitoring,Alertas,Notificaciones
TKT-0455,Limpieza de base de datos dejó inconsistencias.,Soporte Técnico,Mantenimiento,Limpieza de base de datos
TKT-0456,El backup falló. No me muestra si fue completado.,Cloud Infrastructure,Almacenamiento,Backup y recuperación
TKT-0457,¿Dónde encuentro ejemplos de código en Python?,API Management,Integración,Documentación de API
TKT-0458,Mi certificado SSL está a punto de expirar.,API Management,Autenticación,Certificados SSL
TKT-0459,¿Puedo obtener una factura detallada con breakdown por servicio?,Billing & Account,Facturación,Factura incorrecta
TKT-0460,Hay breaking changes en la migración.,Soporte Técnico,Mantenimiento,Migraciones
TKT-0461,¿Dónde veo el status actual del servicio?,Performance & Monitoring,Métricas,Disponibilidad del servicio
TKT-0462,¿Qué pasa con el prorrateo si cambio de plan mid-ciclo?,Billing & Account,Facturación,Ciclo de facturación
TKT-0463,El bug aparece solo en condiciones específicas.,Soporte Técnico,Errores,Bug en feature
TKT-0464,¿Cuál es el SLA de disponibilidad?,Performance & Monitoring,Métricas,Disponibilidad del servicio
TKT-0465,¿Hay downtime planeado próximamente?,Soporte Técnico,Mantenimiento,Downtime planificado
TKT-0466,"El throttling es impredecible, a veces bloquea, a veces no.",API Management,Rate Limiting,Throttling
TKT-0467,La factura no coincide con el desglose de uso.,Billing & Account,Facturación,Factura incorrecta
TKT-0468,Compatibilidad rota entre mi código y la API.,API Management,Integración,Compatibilidad
TKT-0469,Mi uso de CPU es muy alto. ¿Cómo lo optimizo?,Performance & Monitoring,Métricas,CPU y memoria
TKT-0470,¿Cuál es el timeout máximo permitido?,Soporte Técnico,Errores,Timeout de conexión
TKT-0471,¿Cómo cambio el canal de notificaciones (email vs SMS)?,Performance & Monitoring,Alertas,Notificaciones
TKT-0472,Necesito retención más larga de 30 días.,Performance & Monitoring,Logs,Retención de datos
TKT-0473,Quiero cambiar a un plan más barato. ¿Afecta mi servicio?,Billing & Account,Suscripción,Cambio de plan
TKT-0474,¿Dónde puedo descargar logs en formato CSV?,Performance & Monitoring,Logs,Acceso a logs
TKT-0475,Error 403 inconsistente en la misma solicitud.,Soporte Técnico,Errores,Error 403
TKT-0476,¿Dónde reporto bugs?,Soporte Técnico,Errores,Bug en feature
TKT-0477,Superar la cuota causa que la API retorne errores.,API Management,Rate Limiting,Cuotas de API
TKT-0478,Necesito reiniciar una instancia. ¿Hay downtime asociado?,Cloud Infrastructure,Instancias,Reinicio de instancia
TKT-0479,Quiero cancelar mi cuenta. ¿Cuál es el proceso?,Billing & Account,Suscripción,Cancelación de cuenta
TKT-0480,El reinicio está tardando demasiado. Lleva más de 20 minutos.,Cloud Infrastructure,Instancias,Reinicio de instancia
TKT-0481,¿Cómo optimizo la velocidad de lectura/escritura?,Cloud Infrastructure,Almacenamiento,Velocidad de acceso
TKT-0482,He alcanzado el límite de almacenamiento. ¿Cómo aumento la capacidad?,Cloud Infrastructure,Almacenamiento,Capacidad de almacenamiento
TKT-0483,Error al provisionar instancia: timeout en la creación. Reintenté varias veces sin éxito.,Cloud Infrastructure,Instancias,Provisión de servidor
TKT-0484,¿Cómo mido la latencia de respuesta?,Performance & Monitoring,Métricas,Latencia de respuesta
TKT-0485,¿Puedo aumentar la velocidad de throttling?,API Management,Rate Limiting,Throttling
TKT-0486,¿Qué formatos soportan para exportación?,Performance & Monitoring,Logs,Exportación de reportes
TKT-0487,No recibo email de recuperación de contraseña.,Billing & Account,Acceso,Recuperación de contraseña
TKT-0488,¿Cuál es el lag de replicación en tiempo real?,Cloud Infrastructure,Almacenamiento,Replicación de datos
TKT-0489,No puedo cambiar el período de tiempo en gráficos.,Performance & Monitoring,Métricas,Gráficos de uso
TKT-0490,¿Cuál es la diferencia entre planes: starter vs professional?,Billing & Account,Suscripción,Upgrades y downgrades
TKT-0491,Olvidé mi contraseña y no tengo acceso al email.,Billing & Account,Acceso,Recuperación de contraseña
TKT-0492,¿Dónde puedo ver mi uso actual vs cuota?,API Management,Rate Limiting,Cuotas de API
TKT-0493,¿Necesito token especial para integrar Slack?,Performance & Monitoring,Alertas,Integración con Slack
TKT-0494,¿Cómo configuro el auto-scaling para que agregue más servidores?,Cloud Infrastructure,Instancias,Escalabilidad automática
TKT-0495,Los permisos de usuario no se aplican correctamente.,Billing & Account,Acceso,Permisos de usuario
TKT-0496,Limpieza de base de datos dejó inconsistencias.,Soporte Técnico,Mantenimiento,Limpieza de base de datos
TKT-0497,El percentil P99 de latencia es muy alto.,Performance & Monitoring,Métricas,Latencia de respuesta
TKT-0498,Timeout en solicitudes específicas pero no en otras.,Soporte Técnico,Errores,Timeout de conexión
TKT-0499,¿Dónde veo el status actual del servicio?,Performance & Monitoring,Métricas,Disponibilidad del servicio
TKT-0500,El servidor retorna 500 pero el servicio está activo.,Soporte Técnico,Errores,Error 500
TKT-0501,Algunos datos deletreados siguen apareciendo en las consultas.,Cloud Infrastructure,Almacenamiento,Eliminación de datos
TKT-0502,Hay incompatibilidad entre módulos.,Soporte Técnico,Errores,Problema de compatibilidad
TKT-0503,¿Hay opción de gráficos personalizados?,Performance & Monitoring,Métricas,Gráficos de uso
TKT-0504,Perdí mi API key. ¿Cómo genero una nueva?,API Management,Autenticación,API Keys
TKT-0505,¿Cómo visualizo tendencias mes a mes?,Performance & Monitoring,Métricas,Comparativa de periodos
TKT-0506,¿Dónde está el cuello de botella en latencia?,Performance & Monitoring,Métricas,Latencia de respuesta
TKT-0507,La versión antigua de la API será deprecada. ¿Qué debo hacer?,API Management,Integración,Versionamiento
TKT-0508,¿Hay herramienta de limpieza automática?,Soporte Técnico,Mantenimiento,Limpieza de base de datos
TKT-0509,¿Cómo me notifico de nuevos parches?,Soporte Técnico,Mantenimiento,Actualizaciones de parches
TKT-0510,¿Cómo implemento reintentos exponenciales para throttling?,API Management,Rate Limiting,Throttling
TKT-0511,Necesito tiempo extra antes de que deprecen mi endpoint.,API Management,Integración,Deprecación de endpoints
TKT-0512,¿Hay guía de migraciones de compatibilidad?,Soporte Técnico,Errores,Problema de compatibilidad
TKT-0513,¿Cuál es el costo de agregar más almacenamiento?,Cloud Infrastructure,Almacenamiento,Capacidad de almacenamiento
TKT-0514,Reinicié el servidor pero no volvió a arrancar. ¿Qué pasó?,Cloud Infrastructure,Instancias,Reinicio de instancia
TKT-0515,Solicité un reembolso hace una semana. ¿Dónde está?,Billing & Account,Facturación,Reembolsos
TKT-0516,Necesito exportar logs en formato JSON.,Performance & Monitoring,Logs,Exportación de reportes
TKT-0517,¿Hay penalidad por downgrade frecuente?,Billing & Account,Suscripción,Upgrades y downgrades
TKT-0518,Estoy recibiendo error 429 (Too Many Requests) constantemente.,API Management,Rate Limiting,Límites de rate
TKT-0519,¿Cómo migro a la nueva versión de la plataforma?,Soporte Técnico,Mantenimiento,Migraciones
TKT-0520,La replicación falló y no sé por qué.,Cloud Infrastructure,Almacenamiento,Replicación de datos
TKT-0521,Problema con Latencia de red,Cloud Infrastructure,Redes,Latencia de red
TKT-0522,Recibo error 500 intermitente.,Soporte Técnico,Errores,Error 500
TKT-0523,¿Puedo enviar alertas a un canal específico?,Performance & Monitoring,Alertas,Integración con Slack
TKT-0524,¿Cómo configuro el SDK después de instalarlo?,Soporte Técnico,Instalación,Configuración inicial
TKT-0525,La documentación no menciona este parámetro.,Soporte Técnico,Instalación,Documentación incompleta
TKT-0526,Promoción aplicada incorrectamente en la factura.,Billing & Account,Suscripción,Promociones
TKT-0527,Mi factura es más alta que lo esperado. ¿Por qué?,Billing & Account,Facturación,Factura incorrecta
TKT-0528,¿Cómo desactivo la renovación automática?,Billing & Account,Suscripción,Renovación automática
TKT-0529,Necesito búsqueda full-text en logs.,Performance & Monitoring,Logs,Filtrado de eventos
